time,open,high,low,close,volume
2025-09-01 01:00:00,109054.2,109255.31,108076.66,108270.38,238.6238
2025-09-01 03:00:00,108270.37,108500.0,107650.0,108164.01,322.80964
2025-09-01 05:00:00,108164.01,108217.99,107416.0,107676.24,355.56206
2025-09-01 07:00:00,107676.0,107998.99,107264.33,107880.0,245.41178
2025-09-01 09:00:00,107880.01,109449.27,107610.0,109449.27,370.26015
2025-09-01 11:00:00,109449.27,109926.83,109434.05,109538.59,386.06476
2025-09-01 13:00:00,109538.58,109560.0,108188.82,108785.98,409.52679
2025-09-01 15:00:00,108785.98,109546.6,108644.0,109027.09,362.89738
2025-09-01 17:00:00,109027.1,109398.14,108580.0,108802.63,311.0094
2025-09-01 19:00:00,108802.0,109123.04,108409.53,108946.01,351.21164
2025-09-01 21:00:00,108946.0,109349.49,108934.0,109217.78,168.80489
2025-09-01 23:00:00,109217.79,109230.0,107478.3,107808.0,561.64049
2025-09-02 01:00:00,107807.99,109457.99,107604.0,109250.0,366.36497
2025-09-02 03:00:00,109250.0,109616.04,108898.0,109321.99,303.58992
2025-09-02 05:00:00,109321.99,110630.0,109173.57,110334.01,379.64665
2025-09-02 07:00:00,110334.01,110425.95,110046.01,110217.02,215.57566
2025-09-02 09:00:00,110217.01,110630.0,110011.15,110257.99,252.50084
2025-09-02 11:00:00,110256.0,110737.35,110056.0,110480.0,272.18644
2025-09-02 13:00:00,110479.99,110500.0,109581.39,109756.97,211.75317
2025-09-02 15:00:00,109756.96,111305.76,108414.17,111182.51,971.42906
2025-09-02 17:00:00,111182.5,111797.0,110650.29,110857.76,824.38864
2025-09-02 19:00:00,110856.01,111150.0,110503.05,110927.45,473.91076
2025-09-02 21:00:00,110926.33,110962.52,110203.14,110818.14,328.02635
2025-09-02 23:00:00,110818.14,111566.0,110728.44,111142.01,326.33789
2025-09-03 01:00:00,111142.0,111300.0,110871.95,111259.9,128.89991
2025-09-03 03:00:00,111259.9,111800.0,110920.0,111198.01,196.70625
2025-09-03 05:00:00,111198.0,111503.99,110912.0,111062.01,186.77125
2025-09-03 07:00:00,111062.0,111172.0,110689.73,110720.0,137.85296
2025-09-03 09:00:00,110720.0,111144.63,110545.45,111123.4,194.44307
2025-09-03 11:00:00,111123.39,111349.07,110911.18,111334.01,143.61719
2025-09-03 13:00:00,111334.01,111730.0,111184.01,111468.0,179.17088
