time,open,high,low,close,volume
2025-09-01 01:00:00,2.8121,2.8178,2.7708,2.7763,21398191.1
2025-09-01 03:00:00,2.776,2.7803,2.7371,2.7657,55665678.7
2025-09-01 05:00:00,2.7657,2.7679,2.7261,2.7427,38499666.4
2025-09-01 07:00:00,2.7425,2.7479,2.7013,2.7338,32394035.8
2025-09-01 09:00:00,2.7337,2.7951,2.7192,2.7951,32363709.6
2025-09-01 11:00:00,2.7945,2.8978,2.7945,2.8087,42961504.7
2025-09-01 13:00:00,2.8088,2.8166,2.7671,2.77,22085234.6
2025-09-01 15:00:00,2.7699,2.7811,2.7545,2.7597,30271155.3
2025-09-01 17:00:00,2.7596,2.78,2.7514,2.7629,34070056.6
2025-09-01 19:00:00,2.7627,2.769,2.7203,2.7271,40502142.8
2025-09-01 21:00:00,2.7271,2.7753,2.7241,2.7739,20722269.5
2025-09-01 23:00:00,2.7738,2.7762,2.6965,2.728,49835667.6
2025-09-02 01:00:00,2.7278,2.762,2.7173,2.7591,26829676.5
2025-09-02 03:00:00,2.7592,2.7773,2.7482,2.7655,25040268.3
2025-09-02 05:00:00,2.7654,2.8015,2.7579,2.798,28679426.7
2025-09-02 07:00:00,2.7981,2.8164,2.7913,2.8109,25102094.8
2025-09-02 09:00:00,2.8108,2.8153,2.7859,2.7943,25162582.2
2025-09-02 11:00:00,2.7944,2.8336,2.7939,2.8106,36025959.1
2025-09-02 13:00:00,2.8106,2.8135,2.7955,2.7993,19207590.1
2025-09-02 15:00:00,2.7993,2.8335,2.7622,2.8287,65609303.0
2025-09-02 17:00:00,2.8289,2.8465,2.7867,2.7911,88546113.8
2025-09-02 19:00:00,2.791,2.8077,2.7822,2.8059,74681178.7
2025-09-02 21:00:00,2.8059,2.8289,2.7932,2.8283,76020197.5
2025-09-02 23:00:00,2.8282,2.8559,2.817,2.8448,45152543.1
2025-09-03 01:00:00,2.8454,2.8649,2.8347,2.8624,12825743.2
2025-09-03 03:00:00,2.8623,2.8645,2.826,2.8481,12831658.0
2025-09-03 05:00:00,2.8477,2.8659,2.8355,2.8418,10872944.3
2025-09-03 07:00:00,2.8417,2.8451,2.8242,2.8273,7093802.7
2025-09-03 09:00:00,2.8273,2.8283,2.8109,2.8218,10328761.7
2025-09-03 11:00:00,2.8214,2.8487,2.8204,2.8469,11784761.3
2025-09-03 13:00:00,2.847,2.8645,2.8422,2.8577,14512527.1
2025-09-03 15:00:00,2.8577,2.8761,2.8427,2.8597,22031468.8
2025-09-03 17:00:00,2.8596,2.8876,2.8545,2.8731,24729472.6
2025-09-03 19:00:00,2.873,2.8755,2.8569,2.8631,11684689.5
2025-09-03 21:00:00,2.8632,2.8688,2.8441,2.8658,16163965.9
2025-09-03 23:00:00,2.8659,2.8689,2.8396,2.8469,10369425.3
2025-09-04 01:00:00,2.8466,2.8563,2.8415,2.8455,11394461.6
2025-09-04 03:00:00,2.8456,2.8586,2.8352,2.8422,9997715.6
2025-09-04 05:00:00,2.842,2.8523,2.8341,2.8457,10380524.1
2025-09-04 07:00:00,2.8459,2.8638,2.8266,2.8344,23176472.8
2025-09-04 09:00:00,2.8344,2.835,2.8148,2.8257,14317222.8
2025-09-04 11:00:00,2.8256,2.8567,2.8247,2.8439,17820964.8
2025-09-04 13:00:00,2.8441,2.8525,2.837,2.8425,13602876.9
2025-09-04 15:00:00,2.8426,2.8497,2.8216,2.8271,25926112.4
2025-09-04 17:00:00,2.827,2.8473,2.8041,2.811,37003130.7
2025-09-04 19:00:00,2.8111,2.8223,2.8017,2.8158,16499048.5
2025-09-04 21:00:00,2.8161,2.8243,2.7841,2.785,19717436.1
2025-09-04 23:00:00,2.7854,2.8155,2.7851,2.8134,17031656.5
2025-09-05 01:00:00,2.8136,2.8262,2.7941,2.7948,16714904.2
2025-09-05 03:00:00,2.7948,2.8093,2.7781,2.805,19445425.8
2025-09-05 05:00:00,2.805,2.8147,2.798,2.8075,18029435.4
2025-09-05 07:00:00,2.8075,2.8219,2.804,2.8127,15863322.0
2025-09-05 09:00:00,2.8127,2.8506,2.8045,2.845,26184173.0
2025-09-05 11:00:00,2.845,2.8505,2.8285,2.8455,21471227.9
2025-09-05 13:00:00,2.8454,2.8549,2.8388,2.8445,18040270.9
2025-09-05 15:00:00,2.8445,2.8861,2.8352,2.882,86265232.4
2025-09-05 17:00:00,2.882,2.8823,2.8,2.8156,93353727.0
2025-09-05 19:00:00,2.8156,2.8201,2.804,2.8181,31554316.9
2025-09-05 21:00:00,2.8181,2.866,2.8132,2.8654,31654721.6
2025-09-05 23:00:00,2.8652,2.8662,2.8219,2.8227,31737307.4
2025-09-06 01:00:00,2.8226,2.8279,2.814,2.8148,9621579.8
2025-09-06 03:00:00,2.8148,2.8239,2.8123,2.8187,8859842.1
2025-09-06 05:00:00,2.8188,2.8293,2.8127,2.8273,6916996.5
2025-09-06 07:00:00,2.8272,2.8272,2.8145,2.8145,6351758.1
2025-09-06 09:00:00,2.8146,2.8224,2.8139,2.8208,4194769.6
2025-09-06 11:00:00,2.8209,2.8212,2.8077,2.8091,5051535.6
2025-09-06 13:00:00,2.8091,2.8119,2.8013,2.8071,5060169.8
2025-09-06 15:00:00,2.807,2.8187,2.8047,2.8146,5450836.9
2025-09-06 17:00:00,2.8147,2.8185,2.8007,2.8029,5826229.0
2025-09-06 19:00:00,2.8031,2.8093,2.7978,2.8003,9368049.2
2025-09-06 21:00:00,2.8003,2.805,2.7931,2.7953,5860097.6
2025-09-06 23:00:00,2.7953,2.8076,2.7951,2.8065,4347267.5
2025-09-07 01:00:00,2.8063,2.8137,2.8037,2.8109,6043630.9
2025-09-07 03:00:00,2.8108,2.8249,2.81,2.8221,5903616.9
2025-09-07 05:00:00,2.8221,2.8266,2.8162,2.823,4788013.9
2025-09-07 07:00:00,2.8231,2.827,2.8192,2.8251,4371708.3
2025-09-07 09:00:00,2.8251,2.835,2.8189,2.8316,5882007.2
2025-09-07 11:00:00,2.8316,2.8379,2.8281,2.8317,5849285.8
2025-09-07 13:00:00,2.8316,2.8337,2.8261,2.8324,4402637.2
2025-09-07 15:00:00,2.8325,2.8504,2.8295,2.8489,8939096.5
2025-09-07 17:00:00,2.8488,2.9288,2.8463,2.9006,53849263.5
